timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1654010449835,21134,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,44,https://localhost:44339/listings,,20394,utf-8,1,0,patrick,0,18
1654010453075,18104,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,43,https://localhost:44339/listings,,17144,utf-8,1,0,patrick,0,21
1654010449981,21202,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,42,https://localhost:44339/listings,,20248,utf-8,1,0,patrick,0,25
1654010444271,27115,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,41,https://localhost:44339/listings,,16267,utf-8,1,0,patrick,0,20
1654010447164,24223,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,40,https://localhost:44339/listings,,16007,utf-8,1,0,patrick,0,15
1654010446457,25043,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,39,https://localhost:44339/listings,,21340,utf-8,1,0,patrick,0,12
1654010444543,26962,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,38,https://localhost:44339/listings,,15607,utf-8,1,0,patrick,0,14
1654010443063,28490,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,37,https://localhost:44339/listings,,16932,utf-8,1,0,patrick,0,24
1654010450911,20710,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,36,https://localhost:44339/listings,,16861,utf-8,1,0,patrick,0,9
1654010451910,19737,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,35,https://localhost:44339/listings,,16948,utf-8,1,0,patrick,0,51
